"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"47571-5767","P","J.A.","J.A. Happ","Happ","6","1","8600","PHI@NYY","NYY","PHI","","","","","0"
"47571-52268","P","Masahiro","Masahiro Tanaka","Tanaka","14","1","8500","PHI@NYY","NYY","PHI","","","","","0"
"47571-79073","P","Mike","Mike Soroka","Soroka","28","2","8500","NYM@ATL","ATL","NYM","","","","Yes",""
"47571-38311","P","Ross","Ross Stripling","Stripling","34","2","8400","LOS@SDP","LOS","SDP","","","","","0"
"47571-16960","P","Zack","Zack Wheeler","Wheeler","40","1","8300","PHI@NYY","PHI","NYY","","","","","0"
"47571-60647","P","Aaron","Aaron Nola","Nola","25","1","8000","PHI@NYY","PHI","NYY","","","","","0"
"47571-38272","P","Mike","Mike Foltynewicz","Foltynewicz","1","1","8000","NYM@ATL","ATL","NYM","","","","","0"
"47571-12934","P","Tyler","Tyler Chatwood","Chatwood","56","2","8000","KAN@CHC","CHC","KAN","","","","","0"
"47571-17116","P","Jake","Jake Odorizzi","Odorizzi","31.7","30","7900","PIT@MIN","MIN","PIT","IL","Back","","","0"
"47571-68452","P","Kenta","Kenta Maeda","Maeda","39.5","2","7900","PIT@MIN","MIN","PIT","","","","","0"
"47571-52166","P","Julio","Julio Urias","Urias","29","2","7800","LOS@SDP","LOS","SDP","","","","","0"
"47571-52174","P","Steven","Steven Matz","Matz","28","2","7800","NYM@ATL","NYM","ATL","","","","","0"
"47571-37999","P","Michael","Michael Wacha","Wacha","21","2","7700","NYM@ATL","NYM","ATL","","","","","0"
"47571-39041","P","Marcus","Marcus Stroman","Stroman","30.125","32","7700","NYM@ATL","NYM","ATL","IL","Calf","","","0"
"47571-63781","P","Frankie","Frankie Montas","Montas","21","2","7700","OAK@SEA","OAK","SEA","","","","Yes",""
"47571-5525","P","Cole","Cole Hamels","Hamels","28.296296296296298","27","7700","NYM@ATL","ATL","NYM","IL","Triceps","","","0"
"47571-5790","P","Homer","Homer Bailey","Bailey","27","1","7700","PIT@MIN","MIN","PIT","IL","Biceps","","","0"
"47571-52185","P","Max","Max Fried","Fried","36","2","7700","NYM@ATL","ATL","NYM","","","","","0"
"47571-82535","P","Kyle","Kyle Wright","Wright","13.5","2","7500","NYM@ATL","ATL","NYM","","","","","0"
"47571-21099","P","Jose","Jose Quintana","Quintana","26.125","32","7500","KAN@CHC","CHC","KAN","IL","Thumb","","","0"
"47571-53067","P","Chris","Chris Bassitt","Bassitt","34","2","7500","OAK@SEA","OAK","SEA","","","","","0"
"47571-5983","P","Rich","Rich Hill","Hill","27","1","7500","PIT@MIN","MIN","PIT","DTD","Back","","","0"
"47571-52165","P","Sean","Sean Manaea","Manaea","13.5","2","7500","OAK@SEA","OAK","SEA","","","","","0"
"47571-73880","P","German","German Marquez","Marquez","40.5","2","7400","SFG@COL","COL","SFG","","","","","0"
"47571-12921","P","Chris","Chris Archer","Archer","27.26086956521739","23","7400","PIT@MIN","PIT","MIN","IL","Shoulder","","","0"
"47571-12864","P","Michael","Michael Pineda","Pineda","30.03846153846154","26","7300","PIT@MIN","MIN","PIT","NA","Suspension","","","0"
"47571-6149","P","Jeff","Jeff Samardzija","Samardzija","2.5","2","7200","SFG@COL","SFG","COL","","","","","0"
"47571-102344","P","Brady","Brady Singer","Singer","24","2","7200","KAN@CHC","KAN","CHC","","","","","0"
"47571-70634","P","Daniel","Daniel Mengden","Mengden","15","1","7200","OAK@SEA","OAK","SEA","","","","","0"
"47571-68491","P","Reynaldo","Reynaldo Lopez","Lopez","-10","1","7100","CWS@MIL","CWS","MIL","IL","Shoulder","","","0"
"47571-13444","P","Mike","Mike Fiers","Fiers","12.5","2","7000","OAK@SEA","OAK","SEA","","","","","0"
"47571-79280","P","Jesus","Jesus Luzardo","Luzardo","19","2","7000","OAK@SEA","OAK","SEA","","","","","0"
"47571-23089","P","Dallas","Dallas Keuchel","Keuchel","20.5","2","7000","CWS@MIL","CWS","MIL","","","","","0"
"47571-70561","P","Alec","Alec Mills","Mills","31","1","7000","KAN@CHC","CHC","KAN","","","","Yes",""
"47571-5416","P","Brett","Brett Anderson","Anderson","23.096774193548388","31","6900","CWS@MIL","MIL","CWS","","","","Yes",""
"47571-38028","P","Alex","Alex Wood","Wood","12","1","6800","LOS@SDP","LOS","SDP","IL","Shoulder","","","0"
"47571-79226","P","Eric","Eric Lauer","Lauer","26","1","6800","CWS@MIL","MIL","CWS","","","","","0"
"47571-79853","P","Jordan","Jordan Montgomery","Montgomery","32","1","6800","PHI@NYY","NYY","PHI","","","","","0"
"47571-13727","P","Josh","Josh Lindblom","Lindblom","20","1","6700","CWS@MIL","MIL","CWS","DTD","Back","","","0"
"47571-68523","P","Joe","Joe Musgrove","Musgrove","30.5","2","6700","PIT@MIN","PIT","MIN","","","","","0"
"47571-52155","P","Jon","Jon Gray","Gray","18.5","2","6700","SFG@COL","COL","SFG","","","","","0"
"47571-12306","P","Jake","Jake Arrieta","Arrieta","25.625","24","6600","PHI@NYY","PHI","NYY","","","","Yes",""
"47571-60633","P","Carlos","Carlos Rodon","Rodon","8","1","6600","CWS@MIL","CWS","MIL","","","","Yes",""
"47571-79147","P","Jakob","Jakob Junis","Junis","13","1","6600","KAN@CHC","KAN","CHC","","","","","0"
"47571-82618","P","David","David Peterson","Peterson","31.5","2","6600","NYM@ATL","NYM","ATL","","","","","0"
"47571-68483","P","Trevor","Trevor Williams","Williams","18.5","2","6600","PIT@MIN","PIT","MIN","","","","","0"
"47571-79198","P","Justus","Justus Sheffield","Sheffield","3","1","6500","OAK@SEA","SEA","OAK","","","","Yes",""
"47571-5659","P","Rick","Rick Porcello","Porcello","4.5","2","6500","NYM@ATL","NYM","ATL","","","","","0"
"47571-72265","P","Matt","Matt Strahm","Strahm","2","4","6500","LOS@SDP","SDP","LOS","","","","","0"
"47571-82604","P","Corbin","Corbin Burnes","Burnes","25","1","6500","CWS@MIL","MIL","CWS","","","","","0"
"47571-13438","P","Drew","Drew Pomeranz","Pomeranz","6.8","5","6400","LOS@SDP","SDP","LOS","","","","","0"
"47571-79072","P","Brad","Brad Keller","Keller","26.035714285714285","28","6400","KAN@CHC","KAN","CHC","IL","Not injury related","","","0"
"47571-82636","P","Joey","Joey Lucchesi","Lucchesi","8","2","6400","LOS@SDP","SDP","LOS","","","","","0"
"47571-13268","P","Danny","Danny Duffy","Duffy","20","2","6400","KAN@CHC","KAN","CHC","","","","Yes",""
"47571-68482","P","Zach","Zach Eflin","Eflin","24","32","6300","PHI@NYY","PHI","NYY","","","","","0"
"47571-11321","P","Mike","Mike Montgomery","Montgomery","0","1","6200","KAN@CHC","KAN","CHC","IL","Lat","","","0"
"47571-38000","P","Kevin","Kevin Gausman","Gausman","20","2","6200","SFG@COL","SFG","COL","","","","","0"
"47571-79217","P","Mitch","Mitch Keller","Keller","14.5","2","6200","PIT@MIN","PIT","MIN","IL","Oblique","","","0"
"47571-101839","P","Logan","Logan Webb","Webb","17.5","2","6200","SFG@COL","SFG","COL","","","","","0"
"47571-5661","P","Felix","Felix Hernandez","Hernandez","16.733333333333334","15","6200","NYM@ATL","ATL","NYM","DTD","Opt out","","","0"
"47571-5764","P","Derek","Derek Holland","Holland","26","1","6200","PIT@MIN","PIT","MIN","","","","Yes",""
"47571-114708","P","Randy","Randy Dobnak","Dobnak","25.5","2","6100","PIT@MIN","MIN","PIT","","","","","0"
"47571-58434","P","Kendall","Kendall Graveman","Graveman","16","2","6100","OAK@SEA","SEA","OAK","DTD","Neck","","","0"
"47571-79951","P","Nick","Nick Pivetta","Pivetta","10","1","6100","PHI@NYY","PHI","NYY","","","","","0"
"47571-104672","P","Devin","Devin Smeltzer","Smeltzer","11.5","2","6100","PIT@MIN","MIN","PIT","","","","","0"
"47571-79209","P","A.J.","A.J. Puk","Puk","7.3","10","6100","OAK@SEA","OAK","SEA","IL","Shoulder","","","0"
"47571-82594","P","Dustin","Dustin May","May","19","2","6100","LOS@SDP","LOS","SDP","","","","","0"
"47571-17087","P","Drew","Drew Smyly","Smyly","16.333333333333332","3","6100","SFG@COL","SFG","COL","IL","Finger","","","0"
"47571-13019","P","Garrett","Garrett Richards","Richards","28","2","6100","LOS@SDP","SDP","LOS","","","","","0"
"47571-66765","P","Jorge","Jorge Lopez","Lopez","-4","1","6000","KAN@CHC","KAN","CHC","NA","Personal","","","0"
"47571-66766","P","Adrian","Adrian Houser","Houser","24","1","6000","CWS@MIL","MIL","CWS","","","","","0"
"47571-39127","P","Jerad","Jerad Eickhoff","Eickhoff","20.583333333333332","12","6000","LOS@SDP","SDP","LOS","","","","","0"
"47571-60632","P","Kyle","Kyle Freeland","Freeland","38.5","2","6000","SFG@COL","COL","SFG","","","","","0"
"47571-83163","P","Jonathan","Jonathan Loaisiga","Loaisiga","18","2","6000","PHI@NYY","NYY","PHI","","","","","0"
"47571-60637","P","Sean","Sean Newcomb","Newcomb","8.5","2","6000","NYM@ATL","ATL","NYM","","","","","0"
"47571-62872","P","Vince","Vince Velasquez","Velasquez","9","1","6000","PHI@NYY","PHI","NYY","","","","","0"
"47571-65988","P","Zach","Zach Davies","Davies","21","2","6000","LOS@SDP","SDP","LOS","","","","","0"
"47571-79903","P","Glenn","Glenn Sparkman","Sparkman","3","4","5900","KAN@CHC","KAN","CHC","","","","","0"
"47571-83190","P","Freddy","Freddy Peralta","Peralta","6","1","5900","CWS@MIL","MIL","CWS","","","","","0"
"47571-79228","P","Cal","Cal Quantrill","Quantrill","14.5","2","5900","LOS@SDP","SDP","LOS","","","","","0"
"47571-68551","P","Tyler","Tyler Beede","Beede","21.84","25","5900","SFG@COL","SFG","COL","IL","Elbow","","","0"
"47571-52190","P","Marco","Marco Gonzales","Gonzales","28.5","2","5900","OAK@SEA","SEA","OAK","","","","","0"
"47571-60656","P","Jeff","Jeff Hoffman","Hoffman","15.166666666666666","18","5800","SFG@COL","COL","SFG","","","","","0"
"47571-79091","P","Dylan","Dylan Cease","Cease","16","2","5800","CWS@MIL","CWS","MIL","","","","","0"
"47571-71188","P","Steven","Steven Brault","Brault","15","2","5800","PIT@MIN","PIT","MIN","","","","","0"
"47571-102001","P","Yusei","Yusei Kikuchi","Kikuchi","28.5","2","5800","OAK@SEA","SEA","OAK","","","","","0"
"47571-53043","P","Jesse","Jesse Hahn","Hahn","2.3333333333333335","6","5800","KAN@CHC","KAN","CHC","NA","Personal","","","0"
"47571-102343","P","Tony","Tony Gonsolin","Gonsolin","15","1","5800","LOS@SDP","LOS","SDP","","","","","0"
"47571-5320","P","Gio","Gio Gonzalez","Gonzalez","15.5","2","5700","CWS@MIL","CWS","MIL","","","","","0"
"47571-38164","P","Jimmy","Jimmy Nelson","Nelson","9.3","10","5700","LOS@SDP","LOS","SDP","IL","Back","","","0"
"47571-5498","P","Johnny","Johnny Cueto","Cueto","14.5","2","5700","SFG@COL","SFG","COL","","","","Yes",""
"47571-21097","P","Taijuan","Taijuan Walker","Walker","26.5","2","5700","OAK@SEA","SEA","OAK","","","","","0"
"47571-68517","P","Antonio","Antonio Senzatela","Senzatela","33.5","2","5700","SFG@COL","COL","SFG","","","","","0"
"47571-38002","P","Kyle","Kyle Zimmer","Zimmer","12","3","5600","KAN@CHC","KAN","CHC","","","","","0"
"47571-83165","P","Lewis","Lewis Thorpe","Thorpe","8.5","2","5600","PIT@MIN","MIN","PIT","","","","Yes",""
"47571-79117","P","Peter","Peter Lambert","Lambert","11.5","22","5600","SFG@COL","COL","SFG","IL","Elbow","","","0"
"47571-85269","P","Cole","Cole Irvin","Irvin","-6","1","5600","PHI@NYY","PHI","NYY","","","","","0"
"47571-53599","P","Chi Chi","Chi Chi Gonzalez","Gonzalez","17.428571428571427","14","5600","SFG@COL","COL","SFG","","","","Yes",""
"47571-38246","P","Tyler","Tyler Anderson","Anderson","8.333333333333334","3","5600","SFG@COL","SFG","COL","","","","","0"
"47571-73301","P","Brent","Brent Suter","Suter","11","2","5600","CWS@MIL","MIL","CWS","","","","","0"
"47571-103218","P","Nick","Nick Margevicius","Margevicius","7","3","5600","OAK@SEA","SEA","OAK","","","","","0"
"47571-82775","P","Nestor","Nestor Cortes","Cortes","3.5","2","5600","OAK@SEA","SEA","OAK","","","","","0"
"47571-81925","P","Richard","Richard Rodriguez","Rodriguez","4.5","4","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-81949","P","Jace","Jace Fry","Fry","3.3333333333333335","3","5500","CWS@MIL","CWS","MIL","","","","","0"
"47571-135198","P","Daniel","Daniel Tillo","Tillo","0","0","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-82975","P","Yefry","Yefry Ramirez","Ramirez","7.230769230769231","13","5500","NYM@ATL","NYM","ATL","","","","","0"
"47571-135196","P","Tyler","Tyler Zuber","Zuber","4","5","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-82976","P","Corey","Corey Oswalt","Oswalt","6","1","5500","NYM@ATL","NYM","ATL","","","","","0"
"47571-68653","P","Luis","Luis Cessa","Cessa","8.581395348837209","43","5500","PHI@NYY","NYY","PHI","IL","Not injury related","","","0"
"47571-82997","P","Gerson","Gerson Bautista","Bautista","1.875","8","5500","OAK@SEA","SEA","OAK","IL","Elbow","","","0"
"47571-82999","P","Scott","Scott Barlow","Barlow","5.833333333333333","6","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-68662","P","Luis","Luis Perdomo","Perdomo","6","3","5500","LOS@SDP","SDP","LOS","","","","","0"
"47571-82998","P","Lou","Lou Trivino","Trivino","1.5","2","5500","OAK@SEA","OAK","SEA","","","","","0"
"47571-71742","P","Grant","Grant Dayton","Dayton","10.333333333333334","3","5500","NYM@ATL","ATL","NYM","","","","","0"
"47571-135234","P","Aaron","Aaron Shortridge","Shortridge","0","0","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-104512","P","Geoff","Geoff Hartlieb","Hartlieb","7","3","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-135238","P","Braeden","Braeden Ogle","Ogle","0","0","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-11333","P","Craig","Craig Kimbrel","Kimbrel","-4","2","5500","KAN@CHC","CHC","KAN","","","","","0"
"47571-135236","P","Max","Max Kranick","Kranick","0","0","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-102470","P","Rico","Rico Garcia","Garcia","4.2","5","5500","SFG@COL","SFG","COL","","","","","0"
"47571-135237","P","Nick","Nick Mears","Mears","0","0","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-79959","P","Dovydas","Dovydas Neverauskas","Neverauskas","7","4","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-135258","P","Ramon","Ramon Rosso","Rosso","1","1","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-135256","P","Connor","Connor Brogdon","Brogdon","0","0","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-39003","P","Jairo","Jairo Diaz","Diaz","6.8","5","5500","SFG@COL","COL","SFG","","","","","0"
"47571-135257","P","Damon","Damon Jones","Jones","0","0","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-135262","P","Anthony","Anthony Misiewicz","Misiewicz","6.25","4","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-135266","P","Ljay","Ljay Newsome","Newsome","0","0","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-135264","P","Aaron","Aaron Fletcher","Fletcher","0","0","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-135270","P","Sam","Sam Delaplane","Delaplane","0","0","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-73828","P","Dan","Dan Altavilla","Altavilla","4.5","4","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-116839","P","David","David Bednar","Bednar","3.5","2","5500","LOS@SDP","SDP","LOS","","","","","0"
"47571-135268","P","Emerson","Emerson Hancock","Hancock","0","0","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-135275","P","Marshall","Marshall Kasowski","Kasowski","0","0","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-135273","P","Andre","Andre Jackson","Jackson","0","0","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-135278","P","Kevin","Kevin Smith","Smith","0","0","5500","NYM@ATL","NYM","ATL","","","","","0"
"47571-135279","P","Codi","Codi Heuer","Heuer","6.333333333333333","3","5500","CWS@MIL","CWS","MIL","","","","","0"
"47571-116846","P","Ronald","Ronald Bolanos","Bolanos","1","2","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-85107","P","James","James Norwood","Norwood","-1.3333333333333333","3","5500","KAN@CHC","CHC","KAN","IL","Shoulder","","","0"
"47571-82039","P","Aaron","Aaron Wilkerson","Wilkerson","5.25","8","5500","CWS@MIL","MIL","CWS","","","","","0"
"47571-38007","P","Jose","Jose Alvarez","Alvarez","4.208955223880597","67","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-135285","P","Alexander","Alexander Guillen","Guillen","0","0","5500","SFG@COL","COL","SFG","","","","","0"
"47571-83072","P","Trevor","Trevor Oaks","Oaks","0","0","5500","SFG@COL","SFG","COL","","","","","0"
"47571-54403","P","Trevor","Trevor Gott","Gott","3","3","5500","SFG@COL","SFG","COL","","","","","0"
"47571-116868","P","Gabe","Gabe Speier","Speier","3","4","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-135303","P","Jordan","Jordan Weems","Weems","12","2","5500","OAK@SEA","OAK","SEA","","","","","0"
"47571-104583","P","JD","JD Hammer","Hammer","3.9","20","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-73865","P","Jonathan","Jonathan Holder","Holder","6.5","2","5500","PHI@NYY","NYY","PHI","","","","","0"
"47571-135306","P","Cole","Cole Wilcox","Wilcox","0","0","5500","LOS@SDP","SDP","LOS","","","","","0"
"47571-102536","P","Nick","Nick Nelson","Nelson","27","1","5500","PHI@NYY","NYY","PHI","","","","","0"
"47571-73867","P","Ray","Ray Black","Black","4.411764705882353","17","5500","CWS@MIL","MIL","CWS","IL","Shoulder","","","0"
"47571-73866","P","Wandy","Wandy Peralta","Peralta","8.5","4","5500","SFG@COL","SFG","COL","","","","","0"
"47571-135309","P","Tyler","Tyler Cyr","Cyr","0","0","5500","SFG@COL","SFG","COL","","","","","0"
"47571-6290","P","Wade","Wade Davis","Davis","-1.3333333333333333","3","5500","SFG@COL","COL","SFG","IL","Shoulder","","","0"
"47571-38036","P","T.J.","T.J. McFarland","McFarland","2.25","4","5500","OAK@SEA","OAK","SEA","","","","","0"
"47571-53396","P","Nick","Nick Tropeano","Tropeano","8.666666666666666","3","5500","PHI@NYY","NYY","PHI","","","","","0"
"47571-73877","P","Kevin","Kevin McCarthy","McCarthy","3.6666666666666665","3","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-102549","P","Andres","Andres Munoz","Munoz","6.136363636363637","22","5500","LOS@SDP","SDP","LOS","IL","Elbow","","","0"
"47571-21653","P","Hector","Hector Neris","Neris","5","1","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-81044","P","Austin","Austin Adams","Adams","7.5","30","5500","OAK@SEA","SEA","OAK","IL","Knee","","","0"
"47571-80033","P","Emilio","Emilio Pagan","Pagan","0.5","4","5500","LOS@SDP","SDP","LOS","","","","","0"
"47571-80035","P","Bobby","Bobby Wahl","Wahl","0.3333333333333333","3","5500","CWS@MIL","MIL","CWS","","","","","0"
"47571-38051","P","Felipe","Felipe Vazquez","Vazquez","7.982142857142857","56","5500","PIT@MIN","PIT","MIN","DTD","Personal","","","0"
"47571-12452","P","Kenley","Kenley Jansen","Jansen","6","4","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-12455","P","Josh","Josh Tomlin","Tomlin","15.666666666666666","3","5500","NYM@ATL","ATL","NYM","","","","","0"
"47571-13479","P","Joe","Joe Kelly","Kelly","4.75","4","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-39081","P","Chasen","Chasen Shreve","Shreve","10.5","2","5500","NYM@ATL","NYM","ATL","","","","","0"
"47571-135339","P","Clayton","Clayton Beeter","Beeter","0","0","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-12463","P","Greg","Greg Holland","Holland","6.333333333333333","6","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-38067","P","Matt","Matt Magill","Magill","6","3","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-135359","P","Caleb","Caleb Baragar","Baragar","10","3","5500","SFG@COL","SFG","COL","","","","","0"
"47571-102590","P","Joey","Joey Gerber","Gerber","0","0","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-135360","P","Sam","Sam Wolff","Wolff","0","0","5500","SFG@COL","SFG","COL","","","","","0"
"47571-13512","P","Rex","Rex Brothers","Brothers","6.5","2","5500","KAN@CHC","CHC","KAN","","","","","0"
"47571-83145","P","Jose","Jose Castillo","Castillo","8","1","5500","LOS@SDP","SDP","LOS","IL","Lat","","","0"
"47571-83147","P","Brad","Brad Wieck","Wieck","3","1","5500","KAN@CHC","CHC","KAN","IL","Hamstring","","","0"
"47571-83146","P","Walker","Walker Lockett","Lockett","6.555555555555555","9","5500","NYM@ATL","NYM","ATL","IL","Back","","","0"
"47571-38096","P","David","David Hale","Hale","5.333333333333333","3","5500","PHI@NYY","NYY","PHI","","","","","0"
"47571-60627","P","Touki","Touki Toussaint","Toussaint","17.5","2","5500","NYM@ATL","ATL","NYM","","","","","0"
"47571-83154","P","Miguel","Miguel Del Pozo","Del Pozo","-2.3333333333333335","3","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-83157","P","Ranger","Ranger Suarez","Suarez","6.945945945945946","37","5500","PHI@NYY","PHI","NYY","IL","Undisclosed","","","0"
"47571-83158","P","Seranthony","Seranthony Dominguez","Dominguez","5.407407407407407","27","5500","PHI@NYY","PHI","NYY","IL","Elbow","","","0"
"47571-38106","P","Kirby","Kirby Yates","Yates","1.3333333333333333","3","5500","LOS@SDP","SDP","LOS","","","","","0"
"47571-83167","P","Tyler","Tyler Bashlor","Bashlor","3.125","24","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-83166","P","Zack","Zack Littell","Littell","0","2","5500","PIT@MIN","MIN","PIT","IL","Hamstring","","","0"
"47571-60640","P","Nick","Nick Burdi","Burdi","9","2","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-83169","P","Williams","Williams Jerez","Jerez","4.083333333333333","12","5500","PIT@MIN","PIT","MIN","","","","","0"
"47571-110824","P","Trevor","Trevor Kelley","Kelley","7","1","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-136424","P","Jake","Jake Brentz","Brentz","0","0","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-12523","P","Jeremy","Jeremy Jeffress","Jeffress","6","4","5500","KAN@CHC","CHC","KAN","","","","","0"
"47571-83181","P","Heath","Heath Fillmyer","Fillmyer","4.333333333333333","12","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-70897","P","Edubray","Edubray Ramos","Ramos","2.85","20","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-5362","P","Darren","Darren O'Day","O'Day","6.666666666666667","3","5500","NYM@ATL","ATL","NYM","","","","","0"
"47571-5370","P","Daniel","Daniel Bard","Bard","8","4","5500","SFG@COL","COL","SFG","","","","","0"
"47571-38144","P","Shane","Shane Greene","Greene","4.5","4","5500","NYM@ATL","ATL","NYM","","","","","0"
"47571-85255","P","Shaun","Shaun Anderson","Anderson","5","5","5500","SFG@COL","SFG","COL","","","","","0"
"47571-72971","P","Ben","Ben Heller","Heller","0","1","5500","PHI@NYY","NYY","PHI","","","","","0"
"47571-115993","P","Taylor","Taylor Guilbeau","Guilbeau","0","1","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-85282","P","Brett","Brett Kennedy","Kennedy","0","0","5500","LOS@SDP","SDP","LOS","DTD","Lat","","","0"
"47571-79142","P","Foster","Foster Griffin","Griffin","14","1","5500","KAN@CHC","KAN","CHC","IL","Forearm","","","0"
"47571-85288","P","Brusdar","Brusdar Graterol","Graterol","4.4","5","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-79150","P","Josh","Josh Staumont","Staumont","6.75","4","5500","KAN@CHC","KAN","CHC","","","","","0"
"47571-12594","P","Jake","Jake McGee","McGee","7.5","4","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-113979","P","Reggie","Reggie McClain","McClain","1.5","2","5500","PHI@NYY","PHI","NYY","IL","Personal","","","0"
"47571-38215","P","Adam","Adam Morgan","Morgan","3.875","40","5500","PHI@NYY","PHI","NYY","","","","","0"
"47571-38217","P","Tommy","Tommy Kahnle","Kahnle","12","1","5500","PHI@NYY","NYY","PHI","IL","Elbow","","","0"
"47571-79185","P","Justin","Justin Dunn","Dunn","9","1","5500","OAK@SEA","SEA","OAK","","","","","0"
"47571-38228","P","Trevor","Trevor May","May","9.75","4","5500","PIT@MIN","MIN","PIT","","","","","0"
"47571-79191","P","Fernando","Fernando Romero","Romero","4.2","15","5500","PIT@MIN","MIN","PIT","DTD","Not injury related","","","0"
"47571-118106","P","Victor","Victor Gonzalez","Gonzalez","3","1","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-79197","P","Chance","Chance Adams","Adams","6.076923076923077","13","5500","KAN@CHC","KAN","CHC","IL","Undisclosed","","","0"
"47571-135530","P","Brett","Brett de Geus","de Geus","0","0","5500","LOS@SDP","LOS","SDP","","","","","0"
"47571-135528","P","Clayton","Clayton Andrews","Andrews","0","0","5500","CWS@MIL","MIL","CWS","","","","","0"
"47571-38251","P","Hunter","Hunter Strickland","Strickland","1.3333333333333333","3","5500","NYM@ATL","NYM","ATL","","","","","0"
"47571-62827","P","Michael","Michael Feliz","Feliz","-2.3333333333333335","3","5500","PIT@MIN","PIT","MIN","IL","Forearm","","","0"
