"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","Probable Pitcher","Batting Order"
"47717-101881","P","Merrill","Merrill Kelly","Kelly","38","2","8000","HOU@ARI","ARI","HOU","","","","",""
"47717-5983","P","Rich","Rich Hill","Hill","27","1","8000","MIN@PIT","MIN","PIT","IL","Shoulder","","","0"
"47717-17116","P","Jake","Jake Odorizzi","Odorizzi","31.7","30","7900","MIN@PIT","MIN","PIT","IL","Back","","","0"
"47717-68452","P","Kenta","Kenta Maeda","Maeda","39.5","2","7900","MIN@PIT","MIN","PIT","","","","","0"
"47717-38101","P","Tanner","Tanner Roark","Roark","33","1","7900","TOR@ATL","TOR","ATL","","","","",""
"47717-12936","P","Kyle","Kyle Gibson","Gibson","27","1","7800","TEX@OAK","TEX","OAK","","","","Yes",""
"47717-52166","P","Julio","Julio Urias","Urias","29","2","7800","LOS@SDP","LOS","SDP","","","","",""
"47717-6311","P","Madison","Madison Bumgarner","Bumgarner","14.333333333333334","3","7700","HOU@ARI","ARI","HOU","","","","",""
"47717-63781","P","Frankie","Frankie Montas","Montas","32.333333333333336","3","7700","TEX@OAK","OAK","TEX","","","","",""
"47717-5525","P","Cole","Cole Hamels","Hamels","28.296296296296298","27","7700","TOR@ATL","ATL","TOR","IL","Triceps","","","0"
"47717-5790","P","Homer","Homer Bailey","Bailey","27","1","7700","MIN@PIT","MIN","PIT","IL","Biceps","","","0"
"47717-82535","P","Kyle","Kyle Wright","Wright","13.5","2","7500","TOR@ATL","ATL","TOR","","","","","0"
"47717-21099","P","Jose","Jose Quintana","Quintana","26.125","32","7500","CHC@KAN","CHC","KAN","IL","Thumb","","",""
"47717-17164","P","Matt","Matt Shoemaker","Shoemaker","16.5","2","7500","TOR@ATL","TOR","ATL","","","","",""
"47717-68561","P","Luke","Luke Weaver","Weaver","9.5","2","7500","HOU@ARI","ARI","HOU","","","","",""
"47717-53067","P","Chris","Chris Bassitt","Bassitt","34","2","7500","TEX@OAK","OAK","TEX","","","","",""
"47717-73880","P","German","German Marquez","Marquez","44.666666666666664","3","7400","SFG@COL","COL","SFG","","","","",""
"47717-12918","P","Julio","Julio Teheran","Teheran","25.942857142857143","35","7400","LAA@SEA","LAA","SEA","IL","Not injury related","","Yes",""
"47717-12921","P","Chris","Chris Archer","Archer","27.26086956521739","23","7400","MIN@PIT","PIT","MIN","IL","Shoulder","","","0"
"47717-52190","P","Marco","Marco Gonzales","Gonzales","28.5","2","7400","LAA@SEA","SEA","LAA","","","","Yes",""
"47717-12864","P","Michael","Michael Pineda","Pineda","30.03846153846154","26","7300","MIN@PIT","MIN","PIT","NA","Suspension","","","0"
"47717-52167","P","Andrew","Andrew Heaney","Heaney","28.333333333333332","3","7300","LAA@SEA","LAA","SEA","","","","",""
"47717-6149","P","Jeff","Jeff Samardzija","Samardzija","2.5","2","7200","SFG@COL","SFG","COL","","","","","0"
"47717-82582","P","Griffin","Griffin Canning","Canning","30","2","7200","LAA@SEA","LAA","SEA","","","","",""
"47717-70634","P","Daniel","Daniel Mengden","Mengden","15","1","7200","TEX@OAK","OAK","TEX","","","","",""
"47717-53029","P","Robbie","Robbie Ray","Ray","17","2","7200","HOU@ARI","ARI","HOU","","","","Yes",""
"47717-102335","P","Cristian","Cristian Javier","Javier","25","3","7200","HOU@ARI","HOU","ARI","","","","",""
"47717-114708","P","Randy","Randy Dobnak","Dobnak","25.5","2","7100","MIN@PIT","MIN","PIT","","","","Yes",""
"47717-68491","P","Reynaldo","Reynaldo Lopez","Lopez","-10","1","7100","MIL@CWS","CWS","MIL","IL","Shoulder","","",""
"47717-70280","P","Andrew","Andrew Triggs","Triggs","-8","1","7000","SFG@COL","SFG","COL","","","","","0"
"47717-13019","P","Garrett","Garrett Richards","Richards","28","2","7000","LOS@SDP","SDP","LOS","","","","Yes",""
"47717-70561","P","Alec","Alec Mills","Mills","37","2","7000","CHC@KAN","CHC","KAN","","","","",""
"47717-13444","P","Mike","Mike Fiers","Fiers","12.5","2","7000","TEX@OAK","OAK","TEX","","","","",""
"47717-85599","P","Framber","Framber Valdez","Valdez","26.5","2","7000","HOU@ARI","HOU","ARI","","","","",""
"47717-23089","P","Dallas","Dallas Keuchel","Keuchel","20.5","2","6900","MIL@CWS","CWS","MIL","","","","Yes",""
"47717-5416","P","Brett","Brett Anderson","Anderson","9","1","6900","MIL@CWS","MIL","CWS","","","","",""
"47717-85531","P","Josh","Josh James","James","12","2","6900","HOU@ARI","HOU","ARI","","","","",""
"47717-12972","P","Wade","Wade Miley","Miley","-1","1","6800","CIN@CLE","CIN","CLE","IL","Groin","","",""
"47717-52165","P","Sean","Sean Manaea","Manaea","13.5","2","6800","TEX@OAK","OAK","TEX","","","","Yes",""
"47717-38028","P","Alex","Alex Wood","Wood","12","1","6800","LOS@SDP","LOS","SDP","IL","Shoulder","","",""
"47717-79226","P","Eric","Eric Lauer","Lauer","26","1","6800","MIL@CWS","MIL","CWS","","","","",""
"47717-12929","P","Jordan","Jordan Lyles","Lyles","7.5","2","6700","TEX@OAK","TEX","OAK","","","","",""
"47717-13727","P","Josh","Josh Lindblom","Lindblom","20","1","6700","MIL@CWS","MIL","CWS","","","","",""
"47717-53607","P","Anthony","Anthony DeSclafani","DeSclafani","21","1","6600","CIN@CLE","CIN","CLE","","","","",""
"47717-68523","P","Joe","Joe Musgrove","Musgrove","20.666666666666668","3","6600","MIN@PIT","PIT","MIN","","","","","0"
"47717-60633","P","Carlos","Carlos Rodon","Rodon","7","2","6600","MIL@CWS","CWS","MIL","IL","Shoulder","","",""
"47717-79147","P","Jakob","Jakob Junis","Junis","13","1","6600","CHC@KAN","KAN","CHC","","","","",""
"47717-72265","P","Matt","Matt Strahm","Strahm","2","5","6500","LOS@SDP","SDP","LOS","","","","",""
"47717-82604","P","Corbin","Corbin Burnes","Burnes","22.5","2","6500","MIL@CWS","MIL","CWS","","","","",""
"47717-79198","P","Justus","Justus Sheffield","Sheffield","10","2","6500","LAA@SEA","SEA","LAA","","","","",""
"47717-101855","P","Trent","Trent Thornton","Thornton","18","1","6500","TOR@ATL","TOR","ATL","","","","",""
"47717-110822","P","Jose","Jose Urquidy","Urquidy","23.666666666666668","9","6400","HOU@ARI","HOU","ARI","IL","Undisclosed","","",""
"47717-82636","P","Joey","Joey Lucchesi","Lucchesi","8","2","6400","LOS@SDP","SDP","LOS","","","","",""
"47717-68469","P","Adam","Adam Plutko","Plutko","34","1","6400","CIN@CLE","CLE","CIN","","","","","0"
"47717-13268","P","Danny","Danny Duffy","Duffy","25.666666666666668","3","6400","CHC@KAN","KAN","CHC","","","","",""
"47717-13438","P","Drew","Drew Pomeranz","Pomeranz","6.666666666666667","6","6400","LOS@SDP","SDP","LOS","","","","",""
"47717-79072","P","Brad","Brad Keller","Keller","26.035714285714285","28","6400","CHC@KAN","KAN","CHC","IL","Not injury related","","",""
"47717-102344","P","Brady","Brady Singer","Singer","25","3","6400","CHC@KAN","KAN","CHC","","","","",""
"47717-52155","P","Jon","Jon Gray","Gray","18.5","2","6300","SFG@COL","COL","SFG","","","","Yes",""
"47717-79076","P","Kolby","Kolby Allard","Allard","18","1","6300","TEX@OAK","TEX","OAK","","","","",""
"47717-79109","P","Tyler","Tyler Mahle","Mahle","29","2","6300","CIN@CLE","CIN","CLE","","","","",""
"47717-68483","P","Trevor","Trevor Williams","Williams","18.5","2","6200","MIN@PIT","PIT","MIN","","","","Yes",""
"47717-11321","P","Mike","Mike Montgomery","Montgomery","0","1","6200","CHC@KAN","KAN","CHC","IL","Lat","","",""
"47717-38000","P","Kevin","Kevin Gausman","Gausman","22.666666666666668","3","6200","SFG@COL","SFG","COL","","","","","0"
"47717-79217","P","Mitch","Mitch Keller","Keller","14.5","2","6200","MIN@PIT","PIT","MIN","IL","Oblique","","","0"
"47717-21919","P","Matt","Matt Andriese","Andriese","14","2","6200","LAA@SEA","LAA","SEA","","","","",""
"47717-5661","P","Felix","Felix Hernandez","Hernandez","16.733333333333334","15","6200","TOR@ATL","ATL","TOR","DTD","Opt out","","","0"
"47717-5764","P","Derek","Derek Holland","Holland","23","2","6200","MIN@PIT","PIT","MIN","","","","","0"
"47717-104672","P","Devin","Devin Smeltzer","Smeltzer","11.5","2","6100","MIN@PIT","MIN","PIT","","","","","0"
"47717-17087","P","Drew","Drew Smyly","Smyly","16.333333333333332","3","6100","SFG@COL","SFG","COL","IL","Finger","","","0"
"47717-58434","P","Kendall","Kendall Graveman","Graveman","16","2","6100","LAA@SEA","SEA","LAA","IL","Neck","","",""
"47717-66766","P","Adrian","Adrian Houser","Houser","24","1","6100","MIL@CWS","MIL","CWS","","","","Yes",""
"47717-79209","P","A.J.","A.J. Puk","Puk","7.3","10","6100","TEX@OAK","OAK","TEX","IL","Shoulder","","",""
"47717-79280","P","Jesus","Jesus Luzardo","Luzardo","20.666666666666668","3","6100","TEX@OAK","OAK","TEX","","","","",""
"47717-101854","P","Jacob","Jacob Waguespack","Waguespack","8","3","6100","TOR@ATL","TOR","ATL","","","","",""
"47717-79882","P","Austin","Austin Pruitt","Pruitt","14.785714285714286","14","6000","HOU@ARI","HOU","ARI","IL","Elbow","","",""
"47717-39127","P","Jerad","Jerad Eickhoff","Eickhoff","20.583333333333332","12","6000","LOS@SDP","SDP","LOS","","","","",""
"47717-65988","P","Zach","Zach Davies","Davies","21","2","6000","LOS@SDP","SDP","LOS","","","","",""
"47717-82656","P","Nate","Nate Pearson","Pearson","30","1","6000","TOR@ATL","TOR","ATL","","","","",""
"47717-66765","P","Jorge","Jorge Lopez","Lopez","-4","1","6000","CHC@KAN","KAN","CHC","NA","Personal","","",""
"47717-60632","P","Kyle","Kyle Freeland","Freeland","38.5","2","6000","SFG@COL","COL","SFG","","","","",""
"47717-73363","P","Felix","Felix Pena","Pena","10.75","4","6000","LAA@SEA","LAA","SEA","","","","",""
"47717-79903","P","Glenn","Glenn Sparkman","Sparkman","3","4","5900","CHC@KAN","KAN","CHC","","","","",""
"47717-82594","P","Dustin","Dustin May","May","28","3","5900","LOS@SDP","LOS","SDP","","","","",""
"47717-68551","P","Tyler","Tyler Beede","Beede","21.84","25","5900","SFG@COL","SFG","COL","IL","Elbow","","","0"
"47717-83190","P","Freddy","Freddy Peralta","Peralta","6","1","5900","MIL@CWS","MIL","CWS","","","","",""
"47717-38161","P","Chase","Chase Anderson","Anderson","19.818181818181817","33","5900","TOR@ATL","TOR","ATL","IL","Oblique","","",""
"47717-79201","P","Anthony","Anthony Kay","Kay","13","2","5900","TOR@ATL","TOR","ATL","","","","",""
"47717-79228","P","Cal","Cal Quantrill","Quantrill","14.5","2","5900","LOS@SDP","SDP","LOS","","","","",""
"47717-15234","P","Brad","Brad Peacock","Peacock","21.869565217391305","23","5800","HOU@ARI","HOU","ARI","IL","Shoulder","","",""
"47717-60637","P","Sean","Sean Newcomb","Newcomb","8.5","2","5800","TOR@ATL","ATL","TOR","","","","Yes",""
"47717-60656","P","Jeff","Jeff Hoffman","Hoffman","17","1","5800","SFG@COL","COL","SFG","","","","",""
"47717-79091","P","Dylan","Dylan Cease","Cease","16","2","5800","MIL@CWS","CWS","MIL","","","","",""
"47717-71188","P","Steven","Steven Brault","Brault","15","2","5800","MIN@PIT","PIT","MIN","","","","","0"
"47717-102001","P","Yusei","Yusei Kikuchi","Kikuchi","28.5","2","5800","LAA@SEA","SEA","LAA","","","","",""
"47717-53043","P","Jesse","Jesse Hahn","Hahn","2.3333333333333335","6","5800","CHC@KAN","KAN","CHC","NA","Personal","","",""
"47717-102343","P","Tony","Tony Gonsolin","Gonsolin","15","1","5800","LOS@SDP","LOS","SDP","","","","",""
"47717-21097","P","Taijuan","Taijuan Walker","Walker","26.5","2","5700","LAA@SEA","SEA","LAA","","","","",""
"47717-82653","P","Ryan","Ryan Borucki","Borucki","16","1","5700","TOR@ATL","TOR","ATL","","","","",""
"47717-68517","P","Antonio","Antonio Senzatela","Senzatela","33.5","2","5700","SFG@COL","COL","SFG","","","","",""
"47717-5320","P","Gio","Gio Gonzalez","Gonzalez","15.5","2","5700","MIL@CWS","CWS","MIL","","","","",""
"47717-79067","P","Alex","Alex Young","Young","9","3","5700","HOU@ARI","ARI","HOU","","","","",""
"47717-38164","P","Jimmy","Jimmy Nelson","Nelson","9.3","10","5700","LOS@SDP","LOS","SDP","IL","Back","","",""
"47717-5498","P","Johnny","Johnny Cueto","Cueto","16.666666666666668","3","5700","SFG@COL","SFG","COL","","","","","0"
"47717-102498","P","Patrick","Patrick Sandoval","Sandoval","21","1","5600","LAA@SEA","LAA","SEA","","","","",""
"47717-53599","P","Chi Chi","Chi Chi Gonzalez","Gonzalez","9","1","5600","SFG@COL","COL","SFG","","","","",""
"47717-103218","P","Nick","Nick Margevicius","Margevicius","7","3","5600","LAA@SEA","SEA","LAA","","","","",""
"47717-82775","P","Nestor","Nestor Cortes","Cortes","6.333333333333333","3","5600","LAA@SEA","SEA","LAA","","","","",""
"47717-52141","P","Lucas","Lucas Sims","Sims","6.2","5","5600","CIN@CLE","CIN","CLE","","","","",""
"47717-38002","P","Kyle","Kyle Zimmer","Zimmer","12","3","5600","CHC@KAN","KAN","CHC","","","","",""
"47717-83165","P","Lewis","Lewis Thorpe","Thorpe","9.666666666666666","3","5600","MIN@PIT","MIN","PIT","","","","","0"
"47717-79071","P","Taylor","Taylor Clarke","Clarke","13","2","5600","HOU@ARI","ARI","HOU","","","","",""
"47717-79117","P","Peter","Peter Lambert","Lambert","11.5","22","5600","SFG@COL","COL","SFG","IL","Elbow","","",""
"47717-79185","P","Justin","Justin Dunn","Dunn","12","2","5600","LAA@SEA","SEA","LAA","","","","",""
"47717-38246","P","Tyler","Tyler Anderson","Anderson","8.333333333333334","3","5600","SFG@COL","SFG","COL","","","","","0"
"47717-73301","P","Brent","Brent Suter","Suter","12.333333333333334","3","5600","MIL@CWS","MIL","CWS","","","","",""
"47717-118391","P","Brandon","Brandon Bailey","Bailey","2","2","5600","HOU@ARI","HOU","ARI","","","","",""
"47717-110219","P","Sean","Sean Poppen","Poppen","7.75","4","5600","MIN@PIT","MIN","PIT","","","","","0"
"47717-118412","P","Shun","Shun Yamaguchi","Yamaguchi","-0.3333333333333333","3","5600","TOR@ATL","TOR","ATL","","","","",""
"47717-102330","P","Kris","Kris Bubic","Bubic","15","1","5600","CHC@KAN","KAN","CHC","","","","Yes",""
"47717-102334","P","Corbin","Corbin Martin","Martin","17","5","5600","HOU@ARI","ARI","HOU","IL","Elbow","","",""
"47717-81922","P","Jacob","Jacob Rhame","Rhame","5","5","5500","LAA@SEA","LAA","SEA","DTD","Undisclosed","","",""
"47717-81925","P","Richard","Richard Rodriguez","Rodriguez","5.4","5","5500","MIN@PIT","PIT","MIN","","","","","0"
"47717-81949","P","Jace","Jace Fry","Fry","2.25","4","5500","MIL@CWS","CWS","MIL","","","","",""
"47717-135198","P","Daniel","Daniel Tillo","Tillo","0","0","5500","CHC@KAN","KAN","CHC","","","","",""
"47717-135196","P","Tyler","Tyler Zuber","Zuber","3.8333333333333335","6","5500","CHC@KAN","KAN","CHC","","","","",""
"47717-135211","P","Jojanse","Jojanse Torres","Torres","0","0","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-135208","P","Shawn","Shawn Dubin","Dubin","0","0","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-135209","P","Andre","Andre Scrubb","Scrubb","7","3","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-135214","P","Ralph","Ralph Garza Jr.","Garza Jr.","0","0","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-110636","P","Cy","Cy Sneed","Sneed","6.75","4","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-135212","P","Luis","Luis Garcia","Garcia","0","0","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-135219","P","Brett","Brett Conine","Conine","0","0","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-79927","P","Stefan","Stefan Crichton","Crichton","5.666666666666667","6","5500","HOU@ARI","ARI","HOU","","","","",""
"47717-135226","P","Wes","Wes Benjamin","Benjamin","0","0","5500","TEX@OAK","TEX","OAK","","","","",""
"47717-6206","P","Edinson","Edinson Volquez","Volquez","1","4","5500","TEX@OAK","TEX","OAK","","","","",""
"47717-71742","P","Grant","Grant Dayton","Dayton","10.75","4","5500","TOR@ATL","ATL","TOR","","","","","0"
"47717-135229","P","Reid","Reid Detmers","Detmers","0","0","5500","LAA@SEA","LAA","SEA","","","","",""
"47717-135234","P","Aaron","Aaron Shortridge","Shortridge","0","0","5500","MIN@PIT","PIT","MIN","","","","","0"
"47717-104512","P","Geoff","Geoff Hartlieb","Hartlieb","7","3","5500","MIN@PIT","PIT","MIN","","","","","0"
"47717-135238","P","Braeden","Braeden Ogle","Ogle","0","0","5500","MIN@PIT","PIT","MIN","","","","","0"
"47717-38982","P","Noe","Noe Ramirez","Ramirez","3.8","5","5500","LAA@SEA","LAA","SEA","","","","",""
"47717-135236","P","Max","Max Kranick","Kranick","0","0","5500","MIN@PIT","PIT","MIN","","","","","0"
"47717-102470","P","Rico","Rico Garcia","Garcia","3.6666666666666665","6","5500","SFG@COL","SFG","COL","","","","","0"
"47717-135237","P","Nick","Nick Mears","Mears","0","0","5500","MIN@PIT","PIT","MIN","","","","","0"
"47717-137296","P","Carlos","Carlos Sanabria","Sanabria","0","0","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-102484","P","Brandon","Brandon Bielak","Bielak","21.5","2","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-79959","P","Dovydas","Dovydas Neverauskas","Neverauskas","6.8","5","5500","MIN@PIT","PIT","MIN","","","","","0"
"47717-39003","P","Jairo","Jairo Diaz","Diaz","5.666666666666667","6","5500","SFG@COL","COL","SFG","","","","",""
"47717-135262","P","Anthony","Anthony Misiewicz","Misiewicz","6.25","4","5500","LAA@SEA","SEA","LAA","","","","",""
"47717-135266","P","Ljay","Ljay Newsome","Newsome","0","0","5500","LAA@SEA","SEA","LAA","","","","",""
"47717-135264","P","Aaron","Aaron Fletcher","Fletcher","0","0","5500","LAA@SEA","SEA","LAA","","","","",""
"47717-135270","P","Sam","Sam Delaplane","Delaplane","0","0","5500","LAA@SEA","SEA","LAA","","","","",""
"47717-73828","P","Dan","Dan Altavilla","Altavilla","4.5","4","5500","LAA@SEA","SEA","LAA","","","","",""
"47717-116839","P","David","David Bednar","Bednar","3.5","2","5500","LOS@SDP","SDP","LOS","","","","",""
"47717-135268","P","Emerson","Emerson Hancock","Hancock","0","0","5500","LAA@SEA","SEA","LAA","","","","",""
"47717-135275","P","Marshall","Marshall Kasowski","Kasowski","0","0","5500","LOS@SDP","LOS","SDP","","","","",""
"47717-135273","P","Andre","Andre Jackson","Jackson","0","0","5500","LOS@SDP","LOS","SDP","","","","",""
"47717-135279","P","Codi","Codi Heuer","Heuer","6.333333333333333","3","5500","MIL@CWS","CWS","MIL","","","","",""
"47717-73838","P","Yohander","Yohander Mendez","Mendez","11.666666666666666","3","5500","TEX@OAK","TEX","OAK","","","","",""
"47717-116846","P","Ronald","Ronald Bolanos","Bolanos","1","2","5500","CHC@KAN","KAN","CHC","","","","",""
"47717-6257","P","Pedro","Pedro Strop","Strop","5.333333333333333","3","5500","CIN@CLE","CIN","CLE","","","","",""
"47717-135283","P","Ty","Ty Tice","Tice","0","0","5500","TOR@ATL","TOR","ATL","","","","",""
"47717-135280","P","Joey","Joey Murray","Murray","0","0","5500","TOR@ATL","TOR","ATL","","","","",""
"47717-135281","P","Bryan","Bryan Baker","Baker","0","0","5500","TOR@ATL","TOR","ATL","","","","",""
"47717-82039","P","Aaron","Aaron Wilkerson","Wilkerson","5.25","8","5500","MIL@CWS","MIL","CWS","","","","",""
"47717-135285","P","Alexander","Alexander Guillen","Guillen","0","0","5500","SFG@COL","COL","SFG","","","","",""
"47717-116868","P","Gabe","Gabe Speier","Speier","3","4","5500","CHC@KAN","KAN","CHC","","","","",""
"47717-135303","P","Jordan","Jordan Weems","Weems","12","2","5500","TEX@OAK","OAK","TEX","IL","Lat","","",""
"47717-135306","P","Cole","Cole Wilcox","Wilcox","0","0","5500","LOS@SDP","SDP","LOS","","","","",""
"47717-73867","P","Ray","Ray Black","Black","4.411764705882353","17","5500","MIL@CWS","MIL","CWS","IL","Shoulder","","",""
"47717-73866","P","Wandy","Wandy Peralta","Peralta","6.6","5","5500","SFG@COL","SFG","COL","","","","","0"
"47717-135309","P","Tyler","Tyler Cyr","Cyr","0","0","5500","SFG@COL","SFG","COL","","","","","0"
"47717-6290","P","Wade","Wade Davis","Davis","-1.3333333333333333","3","5500","SFG@COL","COL","SFG","IL","Shoulder","","",""
"47717-135312","P","Kyle","Kyle Nelson","Nelson","0","0","5500","CIN@CLE","CLE","CIN","","","","","0"
"47717-135313","P","Nick","Nick Sandlin","Sandlin","0","0","5500","CIN@CLE","CLE","CIN","","","","","0"
"47717-73877","P","Kevin","Kevin McCarthy","McCarthy","3","4","5500","CHC@KAN","KAN","CHC","","","","",""
"47717-102549","P","Andres","Andres Munoz","Munoz","6.136363636363637","22","5500","LOS@SDP","SDP","LOS","IL","Elbow","","",""
"47717-73882","P","Joely","Joely Rodriguez","Rodriguez","0","0","5500","TEX@OAK","TEX","OAK","","","","",""
"47717-80033","P","Emilio","Emilio Pagan","Pagan","1.6","5","5500","LOS@SDP","SDP","LOS","","","","",""
"47717-80035","P","Bobby","Bobby Wahl","Wahl","0.3333333333333333","3","5500","MIL@CWS","MIL","CWS","","","","",""
"47717-12452","P","Kenley","Kenley Jansen","Jansen","6","5","5500","LOS@SDP","LOS","SDP","","","","",""
"47717-12455","P","Josh","Josh Tomlin","Tomlin","13.25","4","5500","TOR@ATL","ATL","TOR","","","","","0"
"47717-135339","P","Clayton","Clayton Beeter","Beeter","0","0","5500","LOS@SDP","LOS","SDP","","","","",""
"47717-12463","P","Greg","Greg Holland","Holland","6.333333333333333","6","5500","CHC@KAN","KAN","CHC","","","","",""
"47717-39101","P","Nick","Nick Goody","Goody","2.75","4","5500","TEX@OAK","TEX","OAK","","","","",""
"47717-135359","P","Caleb","Caleb Baragar","Baragar","8.25","4","5500","SFG@COL","SFG","COL","","","","","0"
"47717-102590","P","Joey","Joey Gerber","Gerber","3","1","5500","LAA@SEA","SEA","LAA","","","","",""
"47717-137410","P","Humberto","Humberto Castellanos","Castellanos","3","1","5500","HOU@ARI","HOU","ARI","","","","",""
"47717-71875","P","Mike","Mike Mayers","Mayers","3","5","5500","LAA@SEA","LAA","SEA","","","","",""
"47717-135360","P","Sam","Sam Wolff","Wolff","0","0","5500","SFG@COL","SFG","COL","","","","","0"
"47717-112841","P","Jose","Jose Rodriguez","Rodriguez","5","1","5500","LAA@SEA","LAA","SEA","","","","",""
"47717-12523","P","Jeremy","Jeremy Jeffress","Jeffress","6","5","5500","CHC@KAN","CHC","KAN","","","","",""
"47717-12594","P","Jake","Jake McGee","McGee","7.5","4","5500","LOS@SDP","LOS","SDP","","","","",""
"47717-117065","P","James","James Karinchak","Karinchak","8.6","5","5500","CIN@CLE","CLE","CIN","","","","","0"
"47717-135526","P","Adrian","Adrian De Horta","De Horta","0","0","5500","LAA@SEA","LAA","SEA","","","","",""
"47717-135525","P","Adam","Adam Seminaris","Seminaris","0","0","5500","LAA@SEA","LAA","SEA","","","","",""
"47717-135530","P","Brett","Brett de Geus","de Geus","0","0","5500","LOS@SDP","LOS","SDP","","","","",""
"47717-135528","P","Clayton","Clayton Andrews","Andrews","0","0","5500","MIL@CWS","MIL","CWS","","","","",""
"47717-12675","P","Steve","Steve Cishek","Cishek","2.4","5","5500","MIL@CWS","CWS","MIL","","","","",""
"47717-61858","P","Raisel","Raisel Iglesias","Iglesias","8.5","4","5500","CIN@CLE","CIN","CLE","","","","",""
